customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
4415WNGVR,Female,1,Yes,No,12,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Oneyear,Yes,Electroniccheck,79.2,943.85,No
2522AHJXR,Male,0,Yes,No,60,Yes,Yes,Fiberoptic,Yes,No,Yes,Yes,Yes,Yes,Monthtomonth,Yes,Banktransfer(automatic),109.45,6572.85,No
0412UCCNP,Male,0,No,No,55,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Twoyear,Yes,Electroniccheck,59.2,3175.85,No
1816FLZDK,Male,0,No,No,1,No,Nophoneservice,DSL,No,No,No,Yes,No,No,Monthtomonth,No,Mailedcheck,29.15,29.15,No
7096UCLNH,Male,0,No,No,1,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Monthtomonth,No,Mailedcheck,20.05,20.05,No
8443ZRDBZ,Male,0,No,No,4,Yes,Yes,Fiberoptic,No,No,No,No,No,No,Monthtomonth,Yes,Electroniccheck,76.05,318.9,Yes
9136ALYBR,Male,0,No,No,1,No,Nophoneservice,DSL,No,No,No,No,No,No,Monthtomonth,Yes,Mailedcheck,24.45,24.45,Yes
4615PIVVU,Female,0,No,No,42,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Twoyear,No,Creditcard(automatic),66.5,2762.75,No
8885QSQBX,Female,0,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Monthtomonth,No,Banktransfer(automatic),49.55,49.55,No
7479NITWS,Male,0,No,No,7,Yes,Yes,Fiberoptic,No,No,Yes,No,Yes,No,Monthtomonth,Yes,Creditcard(automatic),89.35,631.85,Yes
8617ENBDS,Male,0,No,No,3,Yes,No,Fiberoptic,No,No,Yes,No,No,No,Monthtomonth,Yes,Creditcard(automatic),73.6,232.5,No
9385NXKDA,Female,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Twoyear,Yes,Creditcard(automatic),82.65,5919.35,No
0430IHCDJ,Male,0,No,No,15,Yes,Yes,DSL,No,No,No,No,No,No,Monthtomonth,Yes,Electroniccheck,49,749.25,No
2959MJHIC,Male,0,Yes,No,4,Yes,No,Fiberoptic,No,No,No,No,Yes,No,Monthtomonth,Yes,Electroniccheck,80.35,307.4,Yes
6674KVJHG,Female,0,No,No,11,Yes,Yes,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,No,Electroniccheck,25.2,245.15,No
1814DKOLC,Female,0,No,No,5,Yes,Yes,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Monthtomonth,No,Mailedcheck,25.45,134.75,No
4201JMNGR,Female,1,No,No,1,Yes,No,DSL,Yes,No,Yes,No,No,No,Monthtomonth,Yes,Electroniccheck,55.8,55.8,Yes
9351HXDMR,Male,0,Yes,No,72,Yes,Yes,Fiberoptic,Yes,No,Yes,Yes,Yes,Yes,Twoyear,Yes,Creditcard(automatic),110.9,8240.85,No
3537HPKQT,Female,0,Yes,No,55,Yes,Yes,Fiberoptic,No,Yes,No,No,No,No,Monthtomonth,Yes,Creditcard(automatic),77.75,4266.4,No
2129ALKBS,Female,0,Yes,Yes,40,Yes,Yes,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Monthtomonth,Yes,Electroniccheck,26.2,1077.5,No
5821MMEIL,Female,0,Yes,No,57,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,Banktransfer(automatic),19.9,1115.6,No
5960WPXQM,Male,0,No,No,1,Yes,No,Fiberoptic,No,No,No,No,Yes,No,Monthtomonth,Yes,Electroniccheck,79.05,79.05,Yes
0684AOSIH,Male,0,Yes,No,1,Yes,No,Fiberoptic,Yes,No,No,No,Yes,Yes,Monthtomonth,Yes,Electroniccheck,95,95,Yes
8260NGFNY,Female,0,No,No,1,No,Nophoneservice,DSL,No,No,No,No,No,No,Monthtomonth,No,Mailedcheck,25.2,25.2,Yes
1309XGFSN,Male,1,Yes,Yes,52,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Oneyear,Yes,Electroniccheck,80.85,4079.55,No
1866RZZQS,Male,1,No,No,41,Yes,Yes,Fiberoptic,No,No,Yes,No,Yes,Yes,Monthtomonth,Yes,Electroniccheck,98.4,4187.75,Yes
6968URWQU,Male,0,Yes,No,43,Yes,No,DSL,No,No,No,No,Yes,No,Oneyear,Yes,Mailedcheck,56.35,2391.15,No
4742TXUEX,Female,0,Yes,Yes,47,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,Banktransfer(automatic),19.3,890.5,No
9631XEYKE,Male,0,No,No,3,Yes,Yes,DSL,No,No,No,No,No,No,Monthtomonth,No,Banktransfer(automatic),50.4,137.25,No
8631NBHFZ,Male,1,Yes,Yes,66,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Twoyear,No,Creditcard(automatic),79.4,5154.6,Yes
1335MXCSE,Male,0,Yes,Yes,55,Yes,No,DSL,No,No,Yes,Yes,No,No,Twoyear,Yes,Creditcard(automatic),55.25,3119.9,No
8873TMKGR,Male,0,No,No,29,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,No,Mailedcheck,19.1,529.5,No
8800JOOCF,Female,0,No,Yes,12,Yes,Yes,Fiberoptic,No,No,No,No,Yes,No,Monthtomonth,Yes,Electroniccheck,84.05,966.55,No
1469LBJQJ,Female,0,Yes,No,66,Yes,Yes,Fiberoptic,No,Yes,Yes,No,Yes,Yes,Monthtomonth,Yes,Electroniccheck,105.2,6936.85,No
4958XCBDQ,Male,1,No,No,35,Yes,Yes,Fiberoptic,No,No,Yes,No,Yes,Yes,Monthtomonth,Yes,Electroniccheck,101.4,3496.3,Yes
8337UPOAQ,Male,1,Yes,No,10,Yes,Yes,Fiberoptic,No,No,Yes,No,No,Yes,Monthtomonth,Yes,Electroniccheck,89.8,914.3,Yes
0064YIJGF,Male,0,Yes,Yes,27,Yes,Yes,Fiberoptic,No,No,No,No,No,No,Monthtomonth,Yes,Banktransfer(automatic),75.75,1929,No
2386OWURY,Female,0,No,No,58,Yes,No,Fiberoptic,No,No,No,Yes,Yes,Yes,Monthtomonth,Yes,Electroniccheck,95.3,5817.7,No
1725IQNIY,Male,0,Yes,No,54,Yes,No,Fiberoptic,Yes,Yes,Yes,Yes,Yes,Yes,Twoyear,No,Banktransfer(automatic),109.75,6110.2,Yes
0310VQXAM,Male,0,No,No,9,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Monthtomonth,No,Mailedcheck,19.85,178.8,No
6598RFFVI,Male,0,No,No,2,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,No,Creditcard(automatic),19.3,28.3,Yes
3453RTHJQ,Male,0,No,No,6,Yes,No,Fiberoptic,No,No,No,No,No,No,Monthtomonth,Yes,Electroniccheck,69.1,435,No
6712OAWRH,Female,1,No,No,26,Yes,No,Fiberoptic,No,No,No,No,Yes,Yes,Monthtomonth,Yes,Electroniccheck,91.25,2351.8,Yes
6278FEPBZ,Female,0,No,No,9,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Monthtomonth,No,Mailedcheck,20.25,186.15,No
4280DLSHD,Male,0,Yes,No,8,Yes,No,DSL,No,Yes,Yes,No,No,No,Monthtomonth,Yes,Mailedcheck,54.75,445.85,No
1508DFXCU,Male,0,No,No,12,Yes,No,Fiberoptic,No,No,No,No,Yes,No,Monthtomonth,Yes,Electroniccheck,81.45,912,No
8614VGMMV,Female,0,No,No,15,Yes,Yes,DSL,No,No,No,No,No,No,Monthtomonth,Yes,Electroniccheck,49.1,679.55,Yes
7868BGSZA,Male,0,Yes,No,43,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Oneyear,Yes,Electroniccheck,80.2,3581.6,No
2800QQUSO,Male,0,No,No,42,Yes,Yes,Fiberoptic,No,No,No,Yes,Yes,Yes,Monthtomonth,Yes,Electroniccheck,100.3,4222.95,No
2930UOTMB,Female,0,No,No,31,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Monthtomonth,No,Creditcard(automatic),65.25,1994.3,Yes
7973DZRKH,Female,0,No,Yes,66,Yes,Yes,Fiberoptic,Yes,No,Yes,Yes,No,No,Twoyear,Yes,Creditcard(automatic),90.95,5930.05,No
5914DVBWJ,Female,1,No,No,18,Yes,Yes,Fiberoptic,No,Yes,No,Yes,No,No,Monthtomonth,Yes,Electroniccheck,85.45,1505.85,Yes
7698YFGEZ,Male,0,No,No,1,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Monthtomonth,No,Mailedcheck,20,20,No
2533QVMSK,Male,0,Yes,No,61,Yes,Yes,Fiberoptic,No,Yes,No,Yes,Yes,No,Twoyear,Yes,Electroniccheck,94.1,5638.3,Yes
9773PEQBZ,Male,0,No,No,10,Yes,Yes,Fiberoptic,No,Yes,No,No,No,No,Monthtomonth,No,Electroniccheck,79.85,797.25,No
8644XLFBW,Male,1,No,No,1,Yes,No,Fiberoptic,No,No,No,No,No,No,Monthtomonth,Yes,Electroniccheck,71.65,71.65,Yes
0650BWOZN,Female,1,No,No,18,Yes,No,Fiberoptic,No,Yes,No,No,No,No,Monthtomonth,Yes,Electroniccheck,73.55,1359.45,No
8625AZYZY,Male,0,Yes,No,24,Yes,Yes,Fiberoptic,No,Yes,Yes,No,Yes,Yes,Monthtomonth,Yes,Electroniccheck,104.65,2542.45,Yes
7785RDVIG,Female,0,Yes,Yes,3,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Monthtomonth,No,Mailedcheck,19.3,54.7,No
9602WCXPI,Male,0,No,No,50,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,No,Creditcard(automatic),20.15,989.05,No
2903YYTBW,Male,0,Yes,Yes,1,Yes,No,DSL,No,No,No,No,No,No,Monthtomonth,No,Electroniccheck,44.55,44.55,No
3620MWJNE,Male,0,No,No,2,Yes,No,DSL,Yes,No,No,Yes,No,No,Monthtomonth,Yes,Mailedcheck,54.45,87.3,No
8573JGCZW,Male,0,No,No,17,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,Yes,Banktransfer(automatic),19.65,351.55,No
6837HAEVO,Male,0,Yes,Yes,69,Yes,Yes,Fiberoptic,No,Yes,Yes,No,Yes,Yes,Twoyear,Yes,Electroniccheck,105,7297.75,No
6701YVNQG,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Twoyear,Yes,Creditcard(automatic),88.7,6301.7,No
9306CPCBC,Female,0,No,No,3,Yes,Yes,Fiberoptic,No,No,No,No,No,No,Monthtomonth,Yes,Electroniccheck,74.25,210.3,Yes
4304XUMGI,Male,1,Yes,Yes,50,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Twoyear,Yes,Banktransfer(automatic),75.15,3822.45,No
9504YAZWB,Female,0,No,No,53,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,Mailedcheck,20.25,1048.45,No
8819ZBYNA,Female,0,Yes,No,58,Yes,Yes,Fiberoptic,Yes,Yes,No,Yes,Yes,Yes,Twoyear,Yes,Creditcard(automatic),109.1,6393.65,No
6174NRBTZ,Male,0,No,No,46,No,Nophoneservice,DSL,Yes,No,No,No,No,No,Oneyear,Yes,Banktransfer(automatic),30.75,1489.3,No
9481IEBZY,Male,1,Yes,No,72,Yes,Yes,Fiberoptic,Yes,Yes,Yes,Yes,Yes,Yes,Monthtomonth,Yes,Creditcard(automatic),112.9,8061.5,No
1833VGRUM,Female,1,No,No,1,Yes,Yes,Fiberoptic,No,No,No,No,No,No,Monthtomonth,Yes,Electroniccheck,74.2,74.2,Yes
6137NICCO,Female,0,Yes,Yes,6,Yes,Yes,Fiberoptic,No,Yes,Yes,No,Yes,No,Monthtomonth,Yes,Mailedcheck,94.05,518.75,No
9065ZCPQX,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Twoyear,No,Banktransfer(automatic),78.85,5763.15,No
6402EJMWF,Male,0,No,No,4,Yes,No,DSL,No,No,No,No,No,Yes,Monthtomonth,Yes,Mailedcheck,55.3,238.5,No
3620EHIMZ,Female,0,Yes,Yes,52,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,Mailedcheck,19.35,1031.7,No
3213VVOLG,Male,0,Yes,Yes,0,Yes,Yes,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,Mailedcheck,25.35,,No
6870ECSHE,Female,0,No,No,2,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,No,Mailedcheck,20.45,34.8,No
8747UDCOI,Female,0,Yes,No,65,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,Banktransfer(automatic),19.35,1319.95,No
8374XGEJJ,Male,1,Yes,No,43,Yes,Yes,Fiberoptic,No,Yes,No,No,Yes,Yes,Monthtomonth,Yes,Electroniccheck,101,4388.4,Yes
2656TABEH,Male,0,Yes,No,4,Yes,Yes,Fiberoptic,No,Yes,No,No,Yes,Yes,Monthtomonth,Yes,Electroniccheck,100.2,420.2,Yes
6946LMSQS,Male,1,Yes,No,25,Yes,Yes,Fiberoptic,Yes,No,No,No,No,Yes,Oneyear,Yes,Electroniccheck,89.05,2177.45,Yes
4626OZDTJ,Female,0,Yes,No,51,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Oneyear,Yes,Creditcard(automatic),78.65,3950.85,No
9169BSVIN,Male,0,No,No,12,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Monthtomonth,No,Banktransfer(automatic),74.75,827.05,No
2325ZUSFD,Female,0,Yes,Yes,57,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Oneyear,Yes,Banktransfer(automatic),70.1,3913.3,Yes
8194PEEBY,Female,0,Yes,Yes,24,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,No,Mailedcheck,19.9,533.5,No
6872HXFNF,Female,0,Yes,No,64,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Oneyear,No,Banktransfer(automatic),58.35,3756.45,No
3932CMDTD,Female,0,No,No,4,Yes,No,Fiberoptic,No,Yes,Yes,Yes,Yes,Yes,Oneyear,Yes,Electroniccheck,105.65,443.9,Yes
7714YXSMB,Female,0,No,No,26,Yes,Yes,Fiberoptic,No,No,Yes,No,Yes,Yes,Monthtomonth,Yes,Banktransfer(automatic),100.5,2599.95,No
8387UGUSU,Female,0,Yes,Yes,15,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Monthtomonth,No,Mailedcheck,20.05,284.3,No
1080BWSYE,Male,1,Yes,No,64,Yes,Yes,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,Creditcard(automatic),25.65,1740.8,No
4039HEUNW,Male,1,Yes,No,36,Yes,Yes,Fiberoptic,No,Yes,No,No,Yes,Yes,Monthtomonth,Yes,Electroniccheck,96.5,3436.1,Yes
1194HVAIF,Female,0,Yes,No,27,Yes,Yes,Fiberoptic,No,No,No,No,Yes,Yes,Monthtomonth,No,Creditcard(automatic),95,2462.55,No
0812WUPTB,Male,1,Yes,No,1,Yes,No,Fiberoptic,No,No,No,No,No,No,Monthtomonth,No,Mailedcheck,70.85,70.85,Yes
3594UVONA,Female,0,No,No,35,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Oneyear,Yes,Creditcard(automatic),85.95,3110.1,Yes
0004TLHLJ,Male,0,No,No,4,Yes,No,Fiberoptic,No,No,Yes,No,No,No,Monthtomonth,Yes,Electroniccheck,73.9,280.85,Yes
1767TGTKO,Female,0,Yes,Yes,8,Yes,No,DSL,No,No,No,No,No,No,Monthtomonth,Yes,Electroniccheck,45.45,411.75,No
8439LTUGF,Male,0,No,No,10,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Monthtomonth,Yes,Creditcard(automatic),20,198.6,No
8805JNRAZ,Female,0,No,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Monthtomonth,No,Mailedcheck,49.2,103.7,No
5089IFSDP,Female,0,Yes,No,58,Yes,Yes,Fiberoptic,Yes,Yes,Yes,No,Yes,Yes,Twoyear,Yes,Banktransfer(automatic),109.45,6144.55,Yes
6418HNFED,Male,0,Yes,No,51,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Twoyear,Yes,Creditcard(automatic),83.25,4089.45,No
0206OYVOC,Female,0,Yes,Yes,46,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,Yes,Mailedcheck,19.25,864.2,No
7291CDTMJ,Male,0,No,No,1,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Monthtomonth,Yes,Banktransfer(automatic),19.65,19.65,No
7128GGCNO,Male,0,No,No,46,Yes,Yes,Fiberoptic,No,No,No,No,No,No,Monthtomonth,No,Banktransfer(automatic),72.8,3249.4,No
0237YFUTL,Female,0,Yes,No,50,Yes,Yes,Fiberoptic,Yes,Yes,No,Yes,Yes,Yes,Monthtomonth,Yes,Banktransfer(automatic),109.65,5405.8,No
7691KGKGP,Male,0,Yes,Yes,53,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Monthtomonth,No,Creditcard(automatic),65,3363.8,No
6710HSJRD,Male,0,Yes,No,61,Yes,Yes,Fiberoptic,No,Yes,Yes,Yes,Yes,Yes,Monthtomonth,Yes,Electroniccheck,114.1,7132.15,No
3675EQOZA,Male,0,No,No,5,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Monthtomonth,No,Banktransfer(automatic),20.65,93.55,No
0840DCNZE,Male,0,No,No,47,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Oneyear,Yes,Banktransfer(automatic),86.95,4138.9,No
1732FEKLD,Female,0,No,No,54,Yes,Yes,Fiberoptic,No,Yes,Yes,No,Yes,No,Oneyear,Yes,Banktransfer(automatic),94.75,5121.75,No
9862KJTYK,Male,0,No,Yes,19,No,Nophoneservice,DSL,No,No,No,No,No,No,Monthtomonth,Yes,Creditcard(automatic),25.35,566.1,No
0479HMSWA,Female,0,No,Yes,26,Yes,No,Fiberoptic,No,Yes,Yes,Yes,Yes,Yes,Twoyear,Yes,Electroniccheck,105.45,2715.3,No
5854KSRBJ,Male,0,Yes,Yes,70,Yes,Yes,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,Mailedcheck,25.4,1782.05,No
0365BZUWY,Male,0,Yes,No,17,Yes,Yes,Fiberoptic,No,Yes,Yes,No,Yes,Yes,Monthtomonth,Yes,Electroniccheck,102.55,1742.5,No
4817VYYWS,Female,0,No,No,30,Yes,Yes,Fiberoptic,No,Yes,No,No,Yes,Yes,Monthtomonth,Yes,Electroniccheck,100.2,2983.8,Yes
5701SVCWR,Female,0,No,Yes,1,Yes,Yes,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Monthtomonth,No,Mailedcheck,24,24,No
3129AAQOU,Female,0,Yes,Yes,19,Yes,Yes,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,Mailedcheck,25.6,485.9,No
4922CVPDX,Female,0,Yes,No,26,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Twoyear,Yes,Creditcard(automatic),73.5,1905.7,No
1396QWFBJ,Female,0,Yes,Yes,21,Yes,No,Fiberoptic,No,Yes,No,No,No,No,Monthtomonth,Yes,Banktransfer(automatic),74.05,1565.7,Yes
1357BIJKI,Male,0,Yes,No,50,Yes,Yes,Fiberoptic,No,Yes,No,No,Yes,Yes,Oneyear,Yes,Electroniccheck,98.25,4858.7,No
1099BTKWT,Female,0,Yes,No,68,No,Nophoneservice,DSL,Yes,No,Yes,No,Yes,Yes,Oneyear,Yes,Electroniccheck,54.4,3723.65,No
5299SJCZT,Male,0,No,No,3,Yes,Yes,Fiberoptic,No,No,Yes,No,Yes,Yes,Monthtomonth,Yes,Banktransfer(automatic),101.55,298.35,Yes
2018PZKMU,Male,0,Yes,Yes,9,Yes,No,Fiberoptic,No,No,Yes,Yes,Yes,Yes,Monthtomonth,No,Electroniccheck,103.1,970.45,No
7340KEFQE,Female,0,Yes,Yes,51,No,Nophoneservice,DSL,Yes,No,No,Yes,No,No,Twoyear,No,Banktransfer(automatic),34.2,1782,No
4570QHXHL,Female,0,No,No,9,Yes,No,DSL,No,No,No,No,No,No,Monthtomonth,Yes,Electroniccheck,43.75,405.7,No
2403BCASL,Male,1,Yes,Yes,41,Yes,Yes,Fiberoptic,No,Yes,Yes,Yes,Yes,Yes,Oneyear,Yes,Electroniccheck,111.95,4534.9,Yes
7392YYPYJ,Male,0,No,No,22,Yes,Yes,Fiberoptic,No,Yes,No,No,Yes,Yes,Monthtomonth,Yes,Electroniccheck,100.65,2415.95,No
2898LSJGD,Female,0,Yes,Yes,21,No,Nophoneservice,DSL,Yes,No,Yes,No,Yes,Yes,Oneyear,Yes,Electroniccheck,55.95,1157.05,Yes
2223GDSHL,Male,0,Yes,Yes,71,Yes,Yes,Fiberoptic,Yes,Yes,Yes,Yes,Yes,Yes,Twoyear,Yes,Banktransfer(automatic),116.05,8297.5,No
7359PTSXY,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Monthtomonth,No,Electroniccheck,45.75,45.75,Yes
9470RTWDV,Male,0,Yes,Yes,26,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Oneyear,Yes,Creditcard(automatic),82,2083.1,No
2176OSJUV,Male,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Twoyear,No,Banktransfer(automatic),65.15,4681.75,No
9348YVOMK,Male,0,No,No,4,Yes,No,DSL,No,No,No,No,No,No,Monthtomonth,Yes,Creditcard(automatic),44.8,176.2,No
8104OSKWT,Female,0,No,No,12,Yes,Yes,Fiberoptic,Yes,No,No,No,No,No,Monthtomonth,Yes,Electroniccheck,79.8,1001.2,No
4521YEEHE,Female,0,Yes,No,18,Yes,Yes,Fiberoptic,No,No,No,Yes,Yes,No,Monthtomonth,Yes,Electroniccheck,88.85,1594.75,No
4090KPJIP,Female,0,No,No,3,Yes,Yes,Fiberoptic,No,No,No,No,No,No,Monthtomonth,Yes,Electroniccheck,74.95,212.4,No
3786WOVKF,Female,1,Yes,No,72,Yes,Yes,Fiberoptic,Yes,Yes,No,No,Yes,Yes,Oneyear,Yes,Banktransfer(automatic),106.85,7677.4,No
4503BDXBD,Male,0,No,No,11,Yes,No,Fiberoptic,No,Yes,No,No,No,No,Monthtomonth,No,Electroniccheck,74.95,815.5,Yes
6086ESGRL,Female,0,No,No,1,Yes,No,Fiberoptic,No,No,No,No,No,Yes,Monthtomonth,No,Creditcard(automatic),80.15,80.15,Yes
2592HODOV,Male,0,No,No,13,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,No,Creditcard(automatic),19.3,259.65,No
3886CERTZ,Female,0,Yes,No,72,Yes,Yes,Fiberoptic,No,Yes,Yes,Yes,Yes,Yes,Oneyear,Yes,Electroniccheck,109.25,8109.8,Yes
7995ZHHNZ,Male,0,Yes,No,42,Yes,Yes,DSL,Yes,No,No,No,No,No,Oneyear,No,Creditcard(automatic),56.1,2386.85,No
3824RHKVR,Female,0,No,No,17,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Monthtomonth,No,Creditcard(automatic),19.7,340.35,No
5816SCGFC,Female,1,No,No,7,Yes,No,DSL,No,Yes,No,No,No,No,Monthtomonth,Yes,Mailedcheck,51.3,419.35,No
5989AXPUC,Female,0,Yes,No,68,Yes,Yes,Fiberoptic,Yes,Yes,Yes,Yes,Yes,Yes,Twoyear,No,Mailedcheck,118.6,7990.05,No
4979HPRFL,Male,0,Yes,Yes,56,Yes,Yes,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,Banktransfer(automatic),24.15,1402.25,No
8590OHDIW,Female,0,Yes,Yes,38,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,No,Mailedcheck,20.3,749.35,No
8015IHCGW,Female,0,Yes,Yes,72,Yes,Yes,Fiberoptic,Yes,Yes,Yes,Yes,Yes,Yes,Twoyear,Yes,Electroniccheck,115.5,8425.15,No
2332TODQS,Female,0,No,No,48,Yes,Yes,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,No,Creditcard(automatic),25.05,1171.5,No
9278VZKCD,Female,1,Yes,No,52,Yes,Yes,Fiberoptic,Yes,Yes,Yes,No,Yes,Yes,Monthtomonth,Yes,Electroniccheck,109.1,5647.95,No
8008OTEZX,Female,0,Yes,Yes,35,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,No,Mailedcheck,19.65,708.8,No
2773OVBPK,Male,0,Yes,No,67,Yes,Yes,Fiberoptic,No,Yes,Yes,Yes,Yes,Yes,Twoyear,Yes,Banktransfer(automatic),111.3,7567.2,No
5999LCXAO,Female,0,No,No,1,No,Nophoneservice,DSL,Yes,No,No,No,No,No,Monthtomonth,No,Mailedcheck,29.9,29.9,No
5206XZZQI,Male,0,No,No,53,Yes,No,Fiberoptic,No,Yes,No,Yes,No,No,Monthtomonth,Yes,Mailedcheck,80.6,4348.1,No
4803LBYPN,Male,0,Yes,Yes,34,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Monthtomonth,No,Mailedcheck,20.8,635.9,No
5759RCVCB,Female,0,No,No,3,No,Nophoneservice,DSL,No,No,No,No,Yes,No,Monthtomonth,No,Creditcard(automatic),35.2,108.95,Yes
6372RFVNS,Female,0,Yes,No,1,Yes,No,Fiberoptic,No,No,No,No,Yes,No,Monthtomonth,No,Electroniccheck,78.8,78.8,Yes
2139FQHLM,Male,0,No,No,19,Yes,No,Fiberoptic,No,No,Yes,Yes,Yes,No,Monthtomonth,No,Mailedcheck,89.95,1682.4,No
